1,projections,26,220,390,489,491,788,803,818,981,1199,1504,1505,1615,1724,1805,2061,2232,2294,2369,2430,2843,2850,2923,2929,3044,3161,3491,3665,3734,3840,4076,4311,4450,4472,4547,4714,5029,5094,5199,5297,5393,5460,5469,5536,5744,6081,6179,6195,6297,6316,6431,6509,6594,6695,6895,6968,7018,7166,7271,7376,7455,7586,7738,7840,7844,7863,7880,8037,8131,8266,8287,8296,8301,8417,8553,8629,8639,8653,8802,8821,8823,8925,8930,9065,9085,9218,9227,9230,9407,9434,9562,9653,9670,9722,9757,9789,9829,9857,9884,9894
1,freq,0,1,2,4,5,6,11,13,15,17,18,30,33,42,45,47,50,54,57,65,67,69,71,83,117,146,147,165,198,200,209,227,233,245,247,248,249,255,266,269,270,279,305,343,389,405,420,421,448,451,455,541,593,596,608,611,644,733,747,773,795,844,1075,1095,1096,1097,1098,1099,1103,1110,1474,1478,1485,1496,1510,1659,1746,1934,1954,2022,2129,2142,2182,2216,2229,7143,7144,7145,7146,7147,7148,7149,7150,7151,7152,7154,7155,7156,7157,7158
1,crudeRI,0,1,2,3,5,6,9,10,11,17,23,27,35,37,38,43,44,49,54,57,61,66,70,77,85,111,127,174,175,190,192,211,219,248,259,260,271,285,289,301,316,319,325,328,340,349,376,412,428,432,507,719,744,926,928,965,1017,1076,1079,1088,1107,1116,1256,1278,1333,1338,1479,1584,1747,1791,1844,2053,2104,2159,2169,2182,2236,2256,2278,2335,2340,2393,2465,2527,2610,2668,3568,4581,4599,4604,5759,5772,5776,6500,6503,6505,6817,8225,8226,8846
1,wAcc_u1.0,0,1,2,3,5,6,9,10,11,13,22,27,35,38,39,41,45,50,56,59,60,69,70,77,86,115,131,177,178,182,190,208,224,251,261,268,280,282,287,305,314,316,329,330,343,351,384,400,402,445,516,724,773,895,971,989,996,998,1023,1046,1066,1070,1236,1300,1323,1331,1583,1729,1747,1867,1891,1915,1965,2046,2161,2203,2315,2321,2393,2394,2396,2400,2477,2480,2539,2891,3374,4199,4890,5165,5348,5523,5717,5985,6248,6370,6913,7806,8331,9148
1,wAcc_u2.0,0,1,2,3,5,6,9,10,12,13,21,27,34,39,40,41,46,52,57,59,61,69,70,76,87,116,132,167,179,189,190,207,230,252,263,278,280,285,298,301,316,323,326,337,357,359,384,390,395,471,545,744,779,862,918,956,989,1010,1030,1061,1087,1101,1260,1293,1301,1350,1694,1703,1727,1910,1917,1949,1955,1965,2039,2246,2275,2441,2449,2474,2479,2491,2569,2577,2634,3164,3165,3751,5106,5271,5573,5612,5725,5793,6151,6365,6673,7501,8034,9161
1,RI_u1.0_v1.0,0,1,2,3,5,6,7,8,9,10,15,20,25,27,29,32,37,46,50,51,56,58,62,65,81,85,124,131,139,140,145,157,179,180,196,203,226,228,234,253,265,277,285,286,320,321,329,357,367,423,468,498,540,587,588,833,835,880,888,953,978,983,1013,1154,1179,1185,1221,1334,1339,1395,1428,1521,1604,1620,1658,1667,1696,1716,1805,1957,1966,1995,2080,2233,2385,2526,2813,3513,4171,4347,4391,4843,5009,5556,5910,6073,6245,8271,8558,9266
1,RI_norm,0,1,2,3,4,6,7,8,9,10,11,15,23,26,31,34,35,36,52,54,57,58,59,63,85,99,110,123,147,148,157,163,184,186,200,202,204,215,228,232,252,282,301,309,319,325,332,335,362,394,472,500,503,534,550,711,770,830,841,893,909,935,941,965,1096,1107,1126,1277,1324,1341,1372,1478,1511,1529,1562,1624,1638,1808,1878,1892,1906,2022,2065,2110,2295,2304,2730,3658,4315,4358,4368,4423,4456,5466,6043,6057,6445,8421,8476,9221
2,projections,5,43,57,175,186,254,270,300,302,322,333,419,425,429,448,560,575,594,603,683,902,999,1063,1099,1171,1176,1178,1425,1660,1780,1906,1986,2049,2167,2177,2359,2402,2787,2882,3046,3515,3543,4039,4054,4075,4077,4409,4411,4412,4413,4838,5122,5134,5135,5187,5691,5697,5700,5705,5758,5766,5770,5772,5775,6191,6255,6316,6319,6759,6996,7032,7055,7329,7330,7332,7428,7735,7750,7794,7869,7886,7890,7897,8184,8190,8329,8424,8455,8689,8938,8955,9010,9016,9443,9460,9491,9526,9657,9710,9889
2,freq,0,1,2,4,5,6,10,11,12,14,15,25,28,31,35,38,45,47,63,76,79,83,86,122,132,144,156,203,204,221,264,285,295,354,355,357,360,405,407,410,414,488,492,498,499,519,538,571,576,619,649,658,659,674,685,728,826,837,851,859,901,926,985,1089,1092,1095,1169,1285,1364,1414,1433,1473,1491,1578,2178,2202,2229,2276,2412,2481,2679,2690,2756,7167,7168,7169,7170,7171,7172,7173,7174,7175,7176,7177,7178,7179,7180,7181,7182,7183
2,crudeRI,0,1,2,3,5,6,8,9,12,17,18,26,28,29,32,33,34,44,56,57,60,61,83,91,123,130,144,145,166,179,243,306,308,316,343,348,373,374,402,444,449,506,524,585,587,598,610,618,626,633,682,784,994,1082,1107,1118,1119,1177,1272,1277,1350,1465,1477,1493,1544,1648,1663,1665,1927,2147,2162,2163,2535,2538,2638,3237,3509,3900,3905,3913,4385,4387,4402,4642,4648,4661,4670,4671,5291,6807,6810,6851,7541,7569,7974,8098,8934,8935,8936,9738
2,wAcc_u1.0,0,1,2,3,5,6,8,10,13,14,18,26,28,29,32,33,35,44,56,58,60,62,85,89,115,123,146,151,161,201,248,310,317,321,334,351,354,384,391,450,451,492,497,562,574,578,592,625,641,653,692,729,999,1015,1113,1136,1170,1171,1181,1209,1309,1413,1465,1472,1603,1632,1751,1822,1841,2080,2084,2208,2345,2558,2694,3138,3448,3847,3910,4038,4096,4151,4209,4485,4557,4816,4966,5100,5404,6081,6596,6729,7181,7413,8785,8822,9275,9284,9516,9662
2,wAcc_u2.0,0,1,2,3,5,6,9,10,13,14,16,26,27,30,32,33,37,42,54,58,60,62,85,89,106,123,149,156,160,215,253,284,306,324,345,358,369,373,416,452,472,479,486,541,545,556,576,645,653,687,706,800,976,983,1121,1143,1163,1165,1169,1208,1272,1381,1394,1465,1545,1713,1787,1807,1936,1989,2117,2204,2242,2629,2734,3284,3508,3813,3899,3928,4096,4186,4210,4288,4348,4828,4961,5160,5324,5688,6765,6984,7027,7415,8910,9023,9329,9338,9537,9643
2,RI_u1.0_v1.0,0,1,2,3,4,6,7,9,11,13,14,23,24,29,30,31,34,40,42,48,49,51,78,83,84,98,100,124,174,175,184,197,200,222,228,229,282,287,301,307,350,373,379,382,395,433,436,506,532,537,546,548,663,698,739,799,810,924,941,959,1030,1108,1183,1210,1316,1341,1361,1423,1546,1692,1763,1835,1845,2009,2496,2716,2910,3016,3141,3236,3419,3860,4136,4161,4242,4402,4898,5122,5790,5956,6596,6913,7026,7794,8471,8588,8740,9434,9547,9649
2,RI_norm,0,1,2,3,4,7,8,9,10,13,15,18,21,25,30,32,34,41,44,47,48,61,70,80,83,117,120,147,161,187,190,194,208,234,263,266,275,296,314,319,358,367,391,397,411,436,443,490,515,516,582,617,637,685,752,758,774,830,1000,1028,1115,1120,1168,1180,1201,1289,1373,1484,1540,1854,1897,1985,2046,2327,2482,2842,2921,3058,3103,3105,3424,3904,4055,4323,4364,4453,4821,5471,5986,5994,6471,6739,6987,7684,8504,8520,8660,9469,9489,9652
3,projections,158,221,262,401,468,605,649,726,794,854,998,1346,1570,1593,1693,1710,1711,1829,1832,1856,2035,2665,2802,2832,2897,2926,3022,3046,3115,3132,3210,3353,3393,3468,3523,3541,3657,3688,3737,3757,3777,3853,3896,3905,4288,4296,4501,4503,4667,4709,4813,4856,4933,4955,5067,5148,5383,5651,5697,5717,6086,6097,6154,6223,6506,6539,6591,6634,6729,7047,7081,7123,7173,7291,7305,7311,7328,7542,7595,7683,7835,7945,8245,8721,8796,8811,8888,8895,9041,9182,9332,9353,9369,9410,9416,9442,9640,9813,9834,9877
3,freq,0,2,4,5,15,16,22,27,32,33,34,38,39,40,41,42,43,48,51,59,69,92,96,102,105,108,111,116,125,182,186,203,210,211,216,226,229,241,266,267,268,271,285,306,315,322,339,345,354,369,371,372,454,490,539,555,567,595,625,676,678,700,718,783,796,833,852,887,903,931,1074,1124,1327,1579,1641,2711,2743,2760,2768,2771,2773,5080,5084,5085,5094,5096,5098,5100,5102,5110,5111,5115,5120,5124,5125,5127,5128,5130,5131,5173
3,crudeRI,0,1,3,5,13,20,24,26,29,32,33,35,37,40,41,43,51,52,54,79,86,90,91,105,107,109,110,126,137,145,154,162,175,189,197,199,201,208,212,229,255,268,280,282,328,397,401,411,428,433,480,538,540,625,653,727,762,763,804,807,865,1019,1143,1172,1217,1225,1226,1255,1289,1293,1359,1375,1447,1498,1541,1899,2320,2687,2812,2855,2893,2900,2905,3950,3985,4493,4503,4510,4963,5355,5372,5377,5387,5985,6073,6100,8688,8715,8817,9638
3,wAcc_u1.0,0,1,3,5,12,20,23,24,31,32,33,35,38,40,41,42,51,52,55,74,88,92,94,101,102,103,116,133,134,144,152,163,171,184,188,200,204,211,217,222,236,262,263,282,332,385,396,404,433,441,446,492,555,603,614,723,742,776,812,829,924,981,1028,1142,1183,1217,1257,1278,1305,1309,1391,1423,1435,1460,1498,2203,2283,2419,2604,2770,2852,2966,3169,3619,4065,4333,4501,4782,4943,5378,5561,5637,5880,6047,6366,6458,7887,7957,8851,9741
3,wAcc_u2.0,0,1,3,5,11,20,22,23,31,32,34,35,38,40,41,42,50,52,55,72,86,96,97,98,103,106,117,132,134,141,160,161,171,179,182,196,210,216,221,224,230,239,248,303,343,378,386,398,419,438,453,462,580,583,611,693,757,782,815,838,904,960,967,1175,1195,1220,1233,1235,1287,1350,1396,1412,1461,1512,1520,2072,2264,2430,2437,2684,2744,2860,3350,3561,4258,4428,4801,4816,5330,5408,5553,5661,5748,6213,6268,6567,7591,7693,8695,9636
3,RI_u1.0_v1.0,0,1,4,5,7,13,15,16,19,23,27,30,32,35,36,37,40,48,49,64,65,71,77,78,89,90,95,97,113,121,125,126,139,141,145,148,159,163,176,185,202,224,239,240,243,288,309,323,324,345,359,390,399,437,503,553,578,599,604,664,668,764,826,841,844,861,870,895,915,922,927,945,982,1037,1071,1455,1515,1886,2245,2267,2565,2672,2868,2929,3996,4009,4021,4430,4486,4825,5203,5362,5696,5851,5982,6636,7823,8085,9223,9618
3,RI_norm,0,1,4,5,6,10,15,16,25,26,27,28,31,33,34,35,38,39,50,65,66,69,74,78,80,88,102,110,112,115,125,131,133,139,148,152,153,158,173,186,188,217,242,245,248,275,316,336,341,359,365,393,405,466,502,516,576,589,609,677,717,730,760,784,791,795,796,832,862,885,893,945,954,1100,1210,1380,1525,1881,2164,2386,2418,2552,2748,3333,3616,4088,4089,4385,4817,4839,5153,5264,5658,5936,6231,6250,7924,8037,9197,9628
4,projections,38,89,191,385,543,606,859,908,946,1149,1257,1320,1544,1554,1557,1568,1612,1689,1776,1962,2002,2428,2488,2492,2806,2810,2857,2958,3056,3107,3308,3321,3496,3898,3902,3929,3972,4116,4284,4338,4348,4355,4400,4934,4966,5006,5245,5280,5324,5448,5733,5757,5921,5929,5964,6078,6168,6312,6449,6573,6754,6795,6832,6978,7052,7068,7144,7163,7231,7288,7294,7416,7478,7500,7541,7642,7686,7696,7837,7879,8261,8523,8653,8745,8811,8895,8912,9085,9102,9132,9193,9207,9267,9478,9501,9628,9833,9861,9920,9958
